event_id,shipment_id,truck_id,customer_id,origin,destination,event_type,status,delay_minutes,distance_km,event_ts
E00024218,S0000578,T00446,C00966,Mumbai,Mumbai,picked_up,at_hub,17,1793.39,2026-02-20T22:39:00
E00002047,S0003796,T00402,C00593,Hyderabad,Delhi,delayed,delayed,39,671.5,2026-02-20T22:39:00
E00043368,S0000473,T00468,C00702,Mumbai,Surat,delivered,delayed,3,1531.58,2026-02-20T22:40:00
E00045408,S0000144,T00248,C00298,Bengaluru,Surat,delivered,at_hub,38,545.0,2026-02-20T22:42:00
E00041463,S0002165,T00142,C00673,Ahmedabad,Hyderabad,at_hub,on_time,37,1017.73,2026-02-20T22:44:00
E00017914,S0005266,T00542,C00232,Ahmedabad,Bengaluru,picked_up,at_hub,18,954.53,2026-02-20T22:48:00
E00020355,S0003342,T00493,C00384,Ahmedabad,Mumbai,picked_up,on_time,12,1684.31,2026-02-20T22:57:00
E00000725,S0005300,T00038,C00207,Ahmedabad,Jaipur,delivered,on_time,27,77.71,2026-02-20T22:57:00
E00011355,S0004491,T00051,C00522,Surat,Mumbai,at_hub,on_time,0,784.92,2026-02-20T23:05:00
E00011867,S0005951,T00263,C00616,Ahmedabad,Ahmedabad,at_hub,delayed,27,2091.23,2026-02-20T23:07:00
E00021714,S0002862,T00316,C00331,Jaipur,Mumbai,delivered,delayed,0,87.53,2026-02-20T23:10:00
E00015068,S0000842,T00038,C00839,Jaipur,Jaipur,in_transit,on_time,44,603.71,2026-02-20T23:12:00
E00018248,S0001733,T00354,C00504,Jaipur,Bengaluru,delivered,on_time,31,1919.95,2026-02-20T23:13:00
E00044636,S0000628,T00218,C00528,Bengaluru,Bengaluru,picked_up,at_hub,28,1164.4,2026-02-20T23:13:00
E00017904,S0003844,T00190,C00783,Delhi,Surat,delayed,delayed,4,701.34,2026-02-20T23:15:00
E00013516,S0000971,T00145,C00358,Mumbai,Surat,delayed,delayed,127,2069.01,2026-02-20T23:16:00
E00043869,S0003401,T00461,C00907,Pune,Ahmedabad,at_hub,at_hub,21,2278.71,2026-02-20T23:16:00
E00030145,S0007890,T00511,C00965,Jaipur,Jaipur,delayed,delayed,125,2332.75,2026-02-20T23:23:00
E00021073,S0001963,T00377,C00464,Jaipur,Delhi,delivered,on_time,13,453.35,2026-02-20T23:26:00
E00033610,S0001319,T00393,C00026,Mumbai,Hyderabad,delayed,delayed,116,257.02,2026-02-20T23:28:00
E00049123,S0001526,T00313,C00430,Ahmedabad,Delhi,in_transit,delayed,15,879.61,2026-02-20T23:30:00
E00040618,S0004502,T00038,C00004,Surat,Bengaluru,at_hub,delayed,9,1164.2,2026-02-20T23:33:00
E00018866,S0000454,T00523,C00456,Ahmedabad,Delhi,in_transit,on_time,6,214.51,2026-02-20T23:33:00
E00011733,S0000158,T00219,C00678,Ahmedabad,Surat,delayed,delayed,135,547.75,2026-02-20T23:36:00
E00036996,S0002889,T00456,C00630,Delhi,Ahmedabad,delayed,delayed,61,953.69,2026-02-20T23:38:00
E00034690,S0000826,T00247,C00042,Ahmedabad,Jaipur,picked_up,delayed,17,20.39,2026-02-20T23:44:00
E00005509,S0000124,T00351,C00701,Pune,Delhi,delivered,on_time,15,603.54,2026-02-20T23:46:00
E00003522,S0006366,T00217,C00297,Mumbai,Delhi,delayed,delayed,172,555.01,2026-02-20T23:46:00
E00009207,S0007776,T00013,C00244,Delhi,Ahmedabad,in_transit,on_time,16,2402.04,2026-02-20T23:55:00
E00024232,S0004326,T00225,C00431,Ahmedabad,Surat,at_hub,at_hub,2,2388.04,2026-02-20T23:56:00
E00024658,S0000633,T00273,C00311,Delhi,Hyderabad,delivered,delayed,9,1241.66,2026-02-20T23:59:00
E00048897,S0000069,T00593,C00570,Ahmedabad,Jaipur,in_transit,at_hub,1,158.69,2026-02-21T00:06:00
E00009099,S0001769,T00090,C00969,Pune,Ahmedabad,at_hub,at_hub,32,1209.03,2026-02-21T00:06:00
E00043083,S0003289,T00472,C00549,Delhi,Bengaluru,in_transit,on_time,42,2482.26,2026-02-21T00:09:00
E00007390,S0002622,T00402,C00174,Mumbai,Hyderabad,picked_up,delayed,11,1190.94,2026-02-21T00:10:00
E00007025,S0005237,T00278,C00585,Ahmedabad,Ahmedabad,at_hub,at_hub,4,563.68,2026-02-21T00:13:00
E00011787,S0003282,T00357,C00490,Surat,Mumbai,at_hub,on_time,23,1384.14,2026-02-21T00:15:00
E00021102,S0007859,T00250,C00983,Jaipur,Delhi,in_transit,delayed,42,56.23,2026-02-21T00:17:00
E00046047,S0000257,T00539,C00276,Surat,Jaipur,delivered,at_hub,38,1734.02,2026-02-21T00:17:00
E00008395,S0003506,T00479,C00234,Ahmedabad,Surat,in_transit,delayed,31,2488.48,2026-02-21T00:19:00
E00018977,S0003799,T00159,C00374,Ahmedabad,Jaipur,delayed,delayed,64,572.97,2026-02-21T00:20:00
E00029361,S0003988,T00435,C00317,Hyderabad,Delhi,delivered,at_hub,45,2042.07,2026-02-21T00:22:00
E00008746,S0005671,T00137,C00833,Surat,Bengaluru,in_transit,on_time,12,2059.87,2026-02-21T00:26:00
E00026749,S0001176,T00413,C00429,Ahmedabad,Ahmedabad,in_transit,delayed,39,364.12,2026-02-21T00:26:00
E00027477,S0004203,T00437,C00149,Bengaluru,Jaipur,in_transit,delayed,23,1780.55,2026-02-21T00:27:00
E00000460,S0002048,T00168,C00733,Surat,Surat,delivered,on_time,25,661.14,2026-02-21T00:32:00
E00040238,S0005653,T00363,C00930,Surat,Pune,delayed,delayed,94,1540.43,2026-02-21T00:38:00
E00045820,S0007211,T00292,C00848,Delhi,Delhi,at_hub,at_hub,16,387.42,2026-02-21T00:42:00
E00036899,S0004738,T00587,C00457,Bengaluru,Pune,delayed,delayed,128,1591.06,2026-02-21T00:46:00
E00011392,S0006559,T00403,C00534,Jaipur,Bengaluru,at_hub,at_hub,21,949.49,2026-02-21T00:48:00
E00044532,S0002150,T00423,C00002,Delhi,Jaipur,in_transit,on_time,12,482.31,2026-02-21T00:49:00
E00006470,S0007685,T00583,C00402,Pune,Mumbai,delivered,at_hub,31,2495.48,2026-02-21T00:49:00
E00037359,S0001376,T00182,C00372,Ahmedabad,Pune,delivered,delayed,32,1639.35,2026-02-21T00:49:00
E00000511,S0002027,T00543,C00313,Bengaluru,Hyderabad,picked_up,delayed,2,1862.25,2026-02-21T00:50:00
E00034303,S0000356,T00535,C00097,Mumbai,Mumbai,delivered,at_hub,40,398.7,2026-02-21T00:53:00
E00020806,S0000157,T00355,C00793,Mumbai,Ahmedabad,picked_up,at_hub,34,1894.25,2026-02-21T00:56:00
E00033725,S0005682,T00149,C00327,Bengaluru,Ahmedabad,in_transit,at_hub,11,430.24,2026-02-21T00:58:00
E00031551,S0007911,T00458,C00815,Jaipur,Hyderabad,at_hub,delayed,9,1600.49,2026-02-21T00:58:00
E00032401,S0001233,T00194,C00675,Delhi,Bengaluru,picked_up,on_time,1,37.96,2026-02-21T00:59:00
E00023226,S0007542,T00447,C00301,Mumbai,Pune,in_transit,on_time,36,974.57,2026-02-21T01:02:00
E00026319,S0003202,T00223,C00713,Ahmedabad,Hyderabad,picked_up,on_time,26,1379.56,2026-02-21T01:03:00
E00041552,S0000681,T00542,C00120,Ahmedabad,Mumbai,delayed,delayed,18,559.02,2026-02-21T01:04:00
E00049198,S0000650,T00045,C00234,Hyderabad,Ahmedabad,delayed,delayed,2,2405.71,2026-02-21T01:04:00
E00010855,S0005211,T00080,C00474,Jaipur,Pune,at_hub,at_hub,22,1383.41,2026-02-21T01:05:00
E00001091,S0006989,T00108,C00298,Surat,Ahmedabad,picked_up,at_hub,9,1001.2,2026-02-21T01:05:00
E00028446,S0004124,T00067,C00008,Bengaluru,Bengaluru,at_hub,on_time,35,2173.89,2026-02-21T01:06:00
E00010845,S0006108,T00571,C00815,Mumbai,Ahmedabad,delayed,delayed,170,1362.76,2026-02-21T01:07:00
E00021813,S0001321,T00022,C00733,Hyderabad,Ahmedabad,in_transit,on_time,41,1389.49,2026-02-21T01:07:00
E00043133,S0000749,T00224,C00748,Ahmedabad,Pune,delivered,delayed,33,1248.65,2026-02-21T01:08:00
E00049085,S0003318,T00516,C00759,Hyderabad,Mumbai,picked_up,delayed,2,755.48,2026-02-21T01:11:00
E00036882,S0002431,T00274,C00153,Jaipur,Pune,in_transit,on_time,3,2479.56,2026-02-21T01:11:00
E00027284,S0007665,T00250,C00816,Jaipur,Surat,in_transit,delayed,11,1576.7,2026-02-21T01:13:00
E00043650,S0003784,T00076,C00977,Mumbai,Pune,picked_up,at_hub,9,268.0,2026-02-21T01:16:00
E00011061,S0004867,T00519,C00516,Delhi,Mumbai,in_transit,delayed,1,801.41,2026-02-21T01:17:00
E00001139,S0004980,T00077,C00588,Surat,Surat,at_hub,delayed,45,2034.42,2026-02-21T01:25:00
E00008870,S0007316,T00189,C00899,Hyderabad,Delhi,delayed,delayed,143,605.89,2026-02-21T01:26:00
E00006553,S0003795,T00542,C00918,Jaipur,Hyderabad,delayed,delayed,47,1283.9,2026-02-21T01:28:00
E00049641,S0000974,T00239,C00387,Mumbai,Surat,at_hub,at_hub,37,988.42,2026-02-21T01:29:00
E00010629,S0002672,T00123,C00593,Ahmedabad,Hyderabad,in_transit,on_time,28,1931.93,2026-02-21T01:30:00
E00020773,S0005451,T00228,C00537,Surat,Surat,in_transit,on_time,42,1441.41,2026-02-21T01:35:00
E00007848,S0004447,T00538,C00793,Hyderabad,Hyderabad,picked_up,at_hub,23,2378.27,2026-02-21T01:38:00
E00028908,S0005594,T00547,C00210,Hyderabad,Surat,at_hub,on_time,33,878.61,2026-02-21T01:38:00
E00032404,S0001276,T00317,C00155,Hyderabad,Bengaluru,delayed,delayed,15,1112.74,2026-02-21T01:39:00
E00040323,S0007965,T00032,C00216,Mumbai,Bengaluru,delivered,delayed,4,1106.9,2026-02-21T01:46:00
E00030828,S0007245,T00551,C00260,Hyderabad,Mumbai,at_hub,at_hub,41,1318.29,2026-02-21T01:48:00
E00000501,S0002018,T00249,C00074,Jaipur,Surat,delayed,delayed,135,811.91,2026-02-21T01:53:00
E00023012,S0004284,T00479,C00804,Ahmedabad,Surat,at_hub,at_hub,14,671.02,2026-02-21T01:56:00
E00035061,S0005990,T00567,C00785,Mumbai,Mumbai,at_hub,on_time,10,334.93,2026-02-21T02:00:00
E00007245,S0006833,T00164,C00824,Surat,Jaipur,picked_up,on_time,45,280.82,2026-02-21T02:00:00
E00021860,S0002305,T00067,C00139,Delhi,Hyderabad,picked_up,delayed,0,1546.69,2026-02-21T02:01:00
E00032447,S0000644,T00133,C00910,Jaipur,Surat,delivered,on_time,14,997.0,2026-02-21T02:03:00
E00041373,S0004308,T00239,C00044,Hyderabad,Bengaluru,at_hub,delayed,18,2314.01,2026-02-21T02:06:00
E00029281,S0000251,T00444,C00828,Jaipur,Mumbai,delivered,delayed,16,2362.8,2026-02-21T02:08:00
E00020348,S0001605,T00069,C00147,Bengaluru,Delhi,delivered,at_hub,6,1275.11,2026-02-21T02:08:00
E00032767,S0006652,T00556,C00816,Ahmedabad,Surat,at_hub,at_hub,11,318.79,2026-02-21T02:10:00
E00046966,S0002239,T00123,C00130,Delhi,Surat,delivered,on_time,40,680.86,2026-02-21T02:12:00
E00042894,S0000423,T00444,C00149,Bengaluru,Mumbai,delayed,delayed,53,1124.4,2026-02-21T02:17:00
E00005934,S0005062,T00341,C00935,Pune,Surat,delivered,delayed,16,2331.34,2026-02-21T02:18:00
E00043897,S0002049,T00556,C00380,Hyderabad,Ahmedabad,delivered,on_time,37,1316.4,2026-02-21T02:22:00
E00024067,S0003582,T00458,C00734,Pune,Surat,delivered,at_hub,31,2299.69,2026-02-21T02:23:00
E00040953,S0007605,T00250,C00492,Surat,Mumbai,at_hub,on_time,5,2309.54,2026-02-21T02:26:00
E00019373,S0000515,T00247,C00407,Pune,Bengaluru,picked_up,at_hub,34,1909.82,2026-02-21T02:29:00
E00037791,S0005202,T00297,C00297,Mumbai,Bengaluru,in_transit,on_time,45,1518.0,2026-02-21T02:29:00
E00029454,S0002403,T00033,C00686,Pune,Surat,picked_up,at_hub,8,9.28,2026-02-21T02:37:00
E00012989,S0006366,T00572,C00607,Ahmedabad,Jaipur,picked_up,on_time,38,1631.78,2026-02-21T02:39:00
E00049628,S0006608,T00058,C00952,Ahmedabad,Jaipur,in_transit,delayed,34,1072.54,2026-02-21T02:39:00
E00007308,S0003353,T00188,C00870,Surat,Bengaluru,delivered,delayed,25,2036.82,2026-02-21T02:40:00
E00037917,S0003944,T00430,C00634,Hyderabad,Surat,in_transit,on_time,38,2251.74,2026-02-21T02:40:00
E00017398,S0004973,T00151,C00015,Pune,Ahmedabad,at_hub,delayed,4,2072.71,2026-02-21T02:41:00
E00022213,S0004543,T00275,C00158,Mumbai,Hyderabad,picked_up,delayed,29,1585.3,2026-02-21T02:42:00
E00002500,S0001175,T00470,C00089,Delhi,Mumbai,in_transit,at_hub,33,2198.05,2026-02-21T02:44:00
E00031238,S0006350,T00044,C00520,Jaipur,Delhi,at_hub,delayed,7,1139.39,2026-02-21T02:45:00
E00009516,S0001870,T00157,C00432,Delhi,Ahmedabad,picked_up,at_hub,41,1202.43,2026-02-21T02:49:00
E00038730,S0005156,T00383,C00197,Bengaluru,Pune,delayed,delayed,130,540.59,2026-02-21T02:51:00
E00040456,S0007038,T00403,C00839,Mumbai,Jaipur,delivered,at_hub,8,1208.85,2026-02-21T02:54:00
E00008426,S0003379,T00045,C00863,Delhi,Ahmedabad,at_hub,at_hub,25,1372.37,2026-02-21T02:55:00
E00018516,S0007839,T00525,C00469,Ahmedabad,Ahmedabad,picked_up,on_time,7,706.21,2026-02-21T02:59:00
E00012773,S0006131,T00551,C00361,Delhi,Surat,at_hub,delayed,16,1675.9,2026-02-21T02:59:00
E00030371,S0004513,T00033,C00833,Mumbai,Pune,in_transit,at_hub,33,258.73,2026-02-21T03:01:00
E00024357,S0004206,T00023,C00598,Mumbai,Surat,delayed,delayed,31,2435.9,2026-02-21T03:01:00
E00041550,S0002068,T00003,C00260,Bengaluru,Mumbai,picked_up,delayed,40,1086.24,2026-02-21T03:02:00
E00020545,S0006323,T00044,C00105,Mumbai,Jaipur,in_transit,on_time,18,1419.63,2026-02-21T03:03:00
E00021565,S0000150,T00210,C00399,Delhi,Bengaluru,picked_up,delayed,19,883.54,2026-02-21T03:04:00
E00006978,S0007437,T00042,C00787,Pune,Mumbai,delivered,delayed,12,1449.11,2026-02-21T03:15:00
E00037687,S0000593,T00519,C00646,Mumbai,Mumbai,delivered,at_hub,7,920.16,2026-02-21T03:17:00
E00014654,S0000516,T00435,C00913,Hyderabad,Ahmedabad,in_transit,delayed,8,2227.7,2026-02-21T03:19:00
E00046210,S0004801,T00263,C00879,Jaipur,Ahmedabad,in_transit,delayed,19,580.04,2026-02-21T03:21:00
E00014741,S0000748,T00094,C00540,Hyderabad,Mumbai,delivered,at_hub,3,71.3,2026-02-21T03:21:00
E00017842,S0002853,T00041,C00419,Bengaluru,Ahmedabad,delayed,delayed,44,898.5,2026-02-21T03:23:00
E00018336,S0007376,T00366,C00498,Ahmedabad,Surat,delivered,at_hub,36,1422.5,2026-02-21T03:29:00
E00039882,S0001756,T00459,C00350,Bengaluru,Bengaluru,at_hub,at_hub,43,2319.95,2026-02-21T03:30:00
E00044258,S0000741,T00356,C00284,Pune,Bengaluru,at_hub,at_hub,28,432.0,2026-02-21T03:30:00
E00040143,S0000432,T00409,C00448,Jaipur,Bengaluru,delivered,at_hub,37,523.61,2026-02-21T03:31:00
E00006452,S0001235,T00381,C00889,Jaipur,Pune,in_transit,on_time,23,1560.03,2026-02-21T03:32:00
E00015247,S0006980,T00072,C00859,Ahmedabad,Jaipur,at_hub,delayed,3,217.61,2026-02-21T03:33:00
E00036297,S0006827,T00375,C00718,Pune,Bengaluru,in_transit,at_hub,27,2118.64,2026-02-21T03:37:00
E00030962,S0007700,T00319,C00453,Jaipur,Pune,delayed,delayed,53,1536.54,2026-02-21T03:37:00
E00040154,S0005883,T00262,C00827,Hyderabad,Hyderabad,delayed,delayed,71,1006.25,2026-02-21T03:38:00
E00049436,S0000120,T00499,C00423,Jaipur,Bengaluru,delivered,delayed,30,1730.0,2026-02-21T03:40:00
E00043347,S0006782,T00552,C00188,Jaipur,Hyderabad,delayed,delayed,78,1497.93,2026-02-21T03:41:00
E00013166,S0000993,T00453,C00547,Pune,Hyderabad,in_transit,delayed,2,1372.27,2026-02-21T03:47:00
E00035097,S0006509,T00100,C00203,Mumbai,Mumbai,delayed,delayed,124,226.58,2026-02-21T03:49:00
E00045690,S0003700,T00162,C00983,Delhi,Pune,in_transit,on_time,11,1094.01,2026-02-21T03:49:00
E00008621,S0006200,T00562,C00855,Pune,Bengaluru,picked_up,at_hub,12,263.77,2026-02-21T03:50:00
E00019017,S0002355,T00465,C00265,Surat,Ahmedabad,in_transit,on_time,25,2414.25,2026-02-21T03:52:00
E00038146,S0005467,T00366,C00889,Hyderabad,Hyderabad,delayed,delayed,6,2069.27,2026-02-21T03:55:00
E00031923,S0002539,T00367,C00643,Surat,Hyderabad,delayed,delayed,24,1729.9,2026-02-21T03:56:00
E00027078,S0000662,T00117,C00522,Mumbai,Surat,picked_up,on_time,33,1196.63,2026-02-21T03:58:00
E00004560,S0007525,T00066,C00728,Mumbai,Mumbai,at_hub,at_hub,12,2325.64,2026-02-21T04:06:00
E00024429,S0002301,T00430,C00405,Bengaluru,Ahmedabad,delivered,at_hub,4,365.11,2026-02-21T04:07:00
E00028551,S0000702,T00176,C00859,Hyderabad,Delhi,delayed,delayed,151,564.52,2026-02-21T04:10:00
E00047556,S0004417,T00136,C00053,Bengaluru,Delhi,delayed,delayed,151,193.91,2026-02-21T04:13:00
E00006445,S0001275,T00334,C00066,Hyderabad,Jaipur,delayed,delayed,43,2168.65,2026-02-21T04:20:00
E00012497,S0007467,T00307,C00654,Bengaluru,Hyderabad,at_hub,at_hub,15,889.83,2026-02-21T04:20:00
E00027958,S0007910,T00130,C00387,Mumbai,Hyderabad,in_transit,on_time,14,1093.47,2026-02-21T04:23:00
E00007251,S0005658,T00399,C00529,Hyderabad,Jaipur,delayed,delayed,37,731.33,2026-02-21T04:28:00
E00011486,S0001115,T00280,C00683,Pune,Ahmedabad,delivered,on_time,18,2061.84,2026-02-21T04:32:00
E00025608,S0000256,T00274,C00053,Surat,Pune,delivered,delayed,45,228.1,2026-02-21T04:35:00
E00038784,S0004762,T00091,C00512,Ahmedabad,Mumbai,at_hub,at_hub,27,2450.68,2026-02-21T04:42:00
E00046132,S0001260,T00543,C00593,Ahmedabad,Jaipur,picked_up,on_time,24,1990.61,2026-02-21T04:44:00
E00016831,S0003898,T00547,C00143,Bengaluru,Mumbai,picked_up,at_hub,16,1480.38,2026-02-21T04:52:00
E00010033,S0002432,T00523,C00624,Mumbai,Delhi,in_transit,on_time,20,1967.87,2026-02-21T05:00:00
E00003781,S0007806,T00247,C00545,Delhi,Delhi,in_transit,delayed,9,1738.67,2026-02-21T05:00:00
E00002557,S0002127,T00404,C00702,Surat,Ahmedabad,in_transit,delayed,21,468.91,2026-02-21T05:04:00
E00028273,S0001524,T00085,C00222,Jaipur,Bengaluru,delivered,at_hub,24,1414.2,2026-02-21T05:08:00
E00010722,S0007105,T00169,C00259,Delhi,Surat,in_transit,delayed,10,1785.83,2026-02-21T05:13:00
E00004780,S0005563,T00476,C00584,Mumbai,Hyderabad,delayed,delayed,127,1387.12,2026-02-21T05:17:00
E00038243,S0001870,T00479,C00089,Ahmedabad,Hyderabad,delivered,at_hub,35,273.54,2026-02-21T05:18:00
E00044188,S0005151,T00474,C00004,Surat,Delhi,picked_up,at_hub,2,430.59,2026-02-21T05:19:00
E00036345,S0001148,T00358,C00186,Bengaluru,Bengaluru,delivered,on_time,12,347.94,2026-02-21T05:22:00
E00032553,S0007768,T00248,C00854,Delhi,Delhi,in_transit,at_hub,28,38.56,2026-02-21T05:23:00
E00036761,S0004099,T00382,C00387,Ahmedabad,Surat,delivered,on_time,41,1496.19,2026-02-21T05:26:00
E00038348,S0007987,T00207,C00395,Pune,Pune,at_hub,delayed,4,1868.36,2026-02-21T05:29:00
E00024122,S0002939,T00169,C00893,Delhi,Ahmedabad,in_transit,at_hub,6,80.52,2026-02-21T05:33:00
E00010795,S0001926,T00205,C00085,Mumbai,Hyderabad,delayed,delayed,115,2207.05,2026-02-21T05:35:00
E00034979,S0002380,T00473,C00614,Delhi,Delhi,picked_up,at_hub,34,1688.58,2026-02-21T05:36:00
E00044428,S0000239,T00382,C00564,Bengaluru,Ahmedabad,delayed,delayed,176,1385.17,2026-02-21T05:38:00
E00028281,S0005548,T00473,C00761,Bengaluru,Bengaluru,at_hub,on_time,20,30.96,2026-02-21T05:39:00
E00037641,S0006080,T00182,C00022,Bengaluru,Pune,in_transit,at_hub,16,856.05,2026-02-21T05:39:00
E00031278,S0001319,T00196,C00371,Ahmedabad,Hyderabad,delayed,delayed,72,989.34,2026-02-21T05:39:00
E00048564,S0001616,T00157,C00041,Jaipur,Bengaluru,delayed,delayed,138,784.42,2026-02-21T05:44:00
E00010356,S0003287,T00446,C00420,Bengaluru,Bengaluru,delayed,delayed,13,372.04,2026-02-21T05:44:00
E00019079,S0005654,T00530,C00506,Pune,Jaipur,delayed,delayed,133,858.25,2026-02-21T05:44:00
E00030663,S0001498,T00005,C00326,Surat,Pune,delayed,delayed,90,438.86,2026-02-21T05:45:00
E00022274,S0003822,T00365,C00458,Ahmedabad,Pune,in_transit,on_time,35,339.82,2026-02-21T05:50:00
E00018788,S0002474,T00078,C00777,Mumbai,Surat,in_transit,delayed,35,994.66,2026-02-21T05:51:00
E00025601,S0003115,T00003,C00067,Mumbai,Mumbai,picked_up,on_time,36,228.08,2026-02-21T05:53:00
E00021753,S0002658,T00512,C00620,Pune,Bengaluru,in_transit,at_hub,16,2292.94,2026-02-21T05:56:00
E00034520,S0001159,T00202,C00882,Jaipur,Bengaluru,delivered,delayed,15,1348.86,2026-02-21T06:00:00
E00002975,S0001329,T00285,C00169,Bengaluru,Hyderabad,delivered,on_time,0,601.71,2026-02-21T06:06:00
E00038098,S0000051,T00253,C00661,Mumbai,Ahmedabad,delayed,delayed,76,1704.69,2026-02-21T06:13:00
E00022696,S0007214,T00469,C00077,Pune,Hyderabad,in_transit,on_time,26,399.3,2026-02-21T06:14:00
E00048502,S0007640,T00476,C00077,Pune,Ahmedabad,delivered,at_hub,31,266.65,2026-02-21T06:20:00
E00020913,S0001197,T00201,C00816,Ahmedabad,Hyderabad,picked_up,delayed,23,1280.02,2026-02-21T06:23:00
E00010421,S0006834,T00100,C00028,Ahmedabad,Surat,delayed,delayed,122,1265.2,2026-02-21T06:27:00
E00036925,S0004416,T00208,C00896,Delhi,Surat,at_hub,delayed,39,1008.62,2026-02-21T06:28:00
E00016892,S0003494,T00115,C00260,Surat,Ahmedabad,in_transit,on_time,28,525.35,2026-02-21T06:30:00
E00001424,S0000047,T00414,C00057,Surat,Bengaluru,delivered,at_hub,26,2014.4,2026-02-21T06:31:00
E00012646,S0000730,T00568,C00830,Bengaluru,Bengaluru,delayed,delayed,71,2277.29,2026-02-21T06:38:00
E00002924,S0002174,T00091,C00746,Delhi,Mumbai,delayed,delayed,177,2163.11,2026-02-21T06:39:00
E00021227,S0000352,T00125,C00443,Jaipur,Jaipur,delivered,at_hub,35,2079.52,2026-02-21T06:39:00
E00046375,S0004423,T00272,C00674,Hyderabad,Jaipur,delivered,at_hub,30,681.32,2026-02-21T06:40:00
E00003300,S0001912,T00316,C00452,Ahmedabad,Pune,picked_up,at_hub,23,899.23,2026-02-21T06:40:00
E00005893,S0005104,T00485,C00628,Hyderabad,Ahmedabad,delivered,delayed,25,1010.1,2026-02-21T06:41:00
E00026502,S0005473,T00289,C00342,Hyderabad,Hyderabad,picked_up,delayed,14,2368.33,2026-02-21T06:48:00
E00010443,S0004265,T00056,C00414,Bengaluru,Mumbai,in_transit,delayed,38,338.1,2026-02-21T06:50:00
E00016715,S0000568,T00551,C00523,Mumbai,Pune,delivered,at_hub,0,1695.97,2026-02-21T06:50:00
E00031003,S0006785,T00560,C00782,Pune,Hyderabad,delayed,delayed,21,1804.47,2026-02-21T06:51:00
E00005117,S0002416,T00154,C00896,Delhi,Hyderabad,delayed,delayed,30,2439.75,2026-02-21T06:51:00
E00010755,S0006872,T00444,C00210,Bengaluru,Pune,delivered,delayed,10,1985.15,2026-02-21T06:52:00
E00011910,S0000068,T00175,C00432,Bengaluru,Ahmedabad,delayed,delayed,166,1089.88,2026-02-21T06:53:00
E00031777,S0001026,T00479,C00961,Pune,Ahmedabad,delivered,at_hub,27,1979.01,2026-02-21T06:56:00
E00005752,S0006282,T00490,C00446,Hyderabad,Bengaluru,picked_up,delayed,7,63.11,2026-02-21T06:57:00
E00028766,S0000061,T00411,C00555,Bengaluru,Bengaluru,in_transit,delayed,2,44.37,2026-02-21T06:58:00
E00018584,S0002145,T00333,C00474,Delhi,Ahmedabad,in_transit,at_hub,26,2185.3,2026-02-21T07:03:00
E00004748,S0006507,T00134,C00788,Ahmedabad,Pune,at_hub,on_time,12,1182.05,2026-02-21T07:04:00
E00042126,S0005403,T00252,C00512,Mumbai,Jaipur,picked_up,on_time,13,79.34,2026-02-21T07:05:00
E00038896,S0007276,T00533,C00110,Pune,Bengaluru,delayed,delayed,174,2443.52,2026-02-21T07:07:00
E00017082,S0006483,T00124,C00257,Surat,Delhi,at_hub,on_time,43,2017.55,2026-02-21T07:08:00
E00005874,S0000722,T00062,C00002,Mumbai,Mumbai,at_hub,on_time,33,1775.47,2026-02-21T07:09:00
E00020551,S0001700,T00389,C00658,Pune,Surat,delayed,delayed,74,469.01,2026-02-21T07:09:00
E00009084,S0003849,T00030,C00083,Ahmedabad,Hyderabad,picked_up,delayed,29,1617.7,2026-02-21T07:09:00
E00035037,S0001412,T00002,C00874,Hyderabad,Bengaluru,delivered,delayed,28,2290.11,2026-02-21T07:14:00
E00043177,S0005016,T00593,C00393,Jaipur,Jaipur,delayed,delayed,50,55.94,2026-02-21T07:20:00
E00007645,S0001008,T00453,C00946,Delhi,Jaipur,at_hub,at_hub,33,1724.31,2026-02-21T07:21:00
E00019887,S0003096,T00393,C00807,Mumbai,Ahmedabad,picked_up,at_hub,24,2084.81,2026-02-21T07:22:00
E00008321,S0003753,T00535,C00943,Jaipur,Pune,in_transit,on_time,34,13.37,2026-02-21T07:24:00
E00040592,S0001770,T00587,C00586,Ahmedabad,Bengaluru,delivered,delayed,27,2393.35,2026-02-21T07:30:00
E00005214,S0002133,T00072,C00690,Bengaluru,Bengaluru,in_transit,on_time,3,2405.84,2026-02-21T07:35:00
E00020853,S0002724,T00221,C00721,Delhi,Pune,at_hub,on_time,23,1359.22,2026-02-21T07:35:00
E00033003,S0000581,T00562,C00184,Jaipur,Delhi,at_hub,delayed,9,780.07,2026-02-21T07:42:00
E00003512,S0000838,T00529,C00872,Ahmedabad,Delhi,picked_up,delayed,16,178.28,2026-02-21T07:46:00
E00037988,S0000481,T00442,C00622,Mumbai,Mumbai,at_hub,at_hub,41,1673.54,2026-02-21T07:52:00
E00001183,S0007176,T00331,C00824,Ahmedabad,Pune,delivered,delayed,43,343.55,2026-02-21T07:52:00
E00043292,S0005525,T00592,C00705,Pune,Pune,in_transit,delayed,38,2197.2,2026-02-21T07:55:00
E00015915,S0001731,T00092,C00037,Mumbai,Delhi,delivered,on_time,0,1075.43,2026-02-21T07:58:00
E00004388,S0007953,T00131,C00334,Mumbai,Jaipur,in_transit,delayed,11,886.05,2026-02-21T07:58:00
E00032235,S0002749,T00413,C00803,Pune,Hyderabad,picked_up,at_hub,6,2065.84,2026-02-21T07:59:00
